订单年月日,订单年月,is_ot,ot_official,科目,线索量,约课量,试听完课量,新签订单量
2025-01-03,2025-01,0,0,Chinese,479,228,163,33
2025-01-03,2025-01,1,0,Chinese,376,222,200,0
2025-01-03,2025-01,0,0,English,76,44,39,28
2025-01-03,2025-01,1,1,Chinese,14,7,7,0
2025-01-03,2025-01,1,0,English,11,4,4,7
2025-01-03,2025-01,0,0,Math,0,0,0,7
2025-01-03,2025-01,0,0,Music,0,0,0,3
2025-01-03,2025-01,1,0,Math,0,0,0,0
2025-01-02,2025-01,0,0,Chinese,363,178,142,21
2025-01-02,2025-01,0,0,English,63,38,35,21
2025-01-02,2025-01,1,1,Chinese,20,8,8,0
2025-01-02,2025-01,1,0,English,7,6,6,17
2025-01-02,2025-01,0,0,Math,0,0,0,3
2025-01-02,2025-01,1,0,Music,0,0,0,0
2025-01-02,2025-01,0,0,Music,0,0,0,2
2025-01-01,2025-01,0,0,Chinese,233,121,97,15
2025-01-01,2025-01,1,0,Chinese,156,102,88,0
2025-01-01,2025-01,0,0,English,54,31,26,44
2025-01-01,2025-01,1,0,English,6,3,1,18
2025-01-01,2025-01,1,1,Chinese,9,2,2,0
2025-01-01,2025-01,0,0,Math,0,0,0,2
2025-01-01,2025-01,1,0,Math,0,0,0,1
2025-01-01,2025-01,0,0,Music,0,0,0,2
2024-12-31,2024-12,0,0,Chinese,461,268,223,73
2024-12-31,2024-12,1,0,Chinese,155,104,86,3
2024-12-31,2024-12,0,0,English,59,38,35,189
2024-12-31,2024-12,1,1,Chinese,14,6,6,2
2024-12-31,2024-12,1,0,English,5,4,4,15
2024-12-31,2024-12,0,0,Math,0,0,0,12
2024-12-31,2024-12,0,0,Music,0,0,0,3
2024-12-30,2024-12,1,0,Chinese,204,128,114,1
2024-12-30,2024-12,0,0,Chinese,358,120,95,24
2024-12-30,2024-12,0,0,English,61,38,33,6
2024-12-30,2024-12,1,0,English,8,5,5,4
2024-12-30,2024-12,1,1,Chinese,9,2,2,1
2024-12-30,2024-12,0,0,Math,0,0,0,7
2024-12-29,2024-12,0,0,Chinese,361,182,134,38
2024-12-29,2024-12,1,0,Chinese,297,177,147,1
2024-12-29,2024-12,0,0,English,57,33,29,27
2024-12-29,2024-12,1,0,English,15,10,10,16
2024-12-29,2024-12,1,1,Chinese,6,2,2,3
2024-12-29,2024-12,1,0,Music,0,0,0,1
2024-12-29,2024-12,0,0,Music,0,0,0,1
2024-12-29,2024-12,0,0,Math,0,0,0,6
2024-12-28,2024-12,1,0,Chinese,294,179,153,2
2024-12-28,2024-12,0,0,Chinese,352,178,147,33
2024-12-28,2024-12,0,0,English,66,42,35,26
2024-12-28,2024-12,1,0,English,11,8,6,9
2024-12-28,2024-12,1,1,Chinese,5,2,2,0
2024-12-28,2024-12,0,0,Music,0,0,0,1
2024-12-28,2024-12,1,1,Math,0,0,0,1
2024-12-28,2024-12,0,0,Math,0,0,0,2
2024-12-27,2024-12,0,0,Chinese,375,203,166,33
2024-12-27,2024-12,1,0,Chinese,184,104,86,1
2024-12-27,2024-12,0,0,English,48,30,25,21
2024-12-27,2024-12,1,0,English,4,3,2,8
2024-12-27,2024-12,1,1,Chinese,10,2,2,1
2024-12-27,2024-12,0,0,Music,0,0,0,3
2024-12-27,2024-12,1,0,Music,0,0,0,1
2024-12-27,2024-12,0,0,Math,0,0,0,4
2024-12-26,2024-12,1,0,Chinese,435,205,171,3
2024-12-26,2024-12,0,0,Chinese,411,179,139,14
2024-12-26,2024-12,0,0,English,55,35,31,14
2024-12-26,2024-12,1,1,Chinese,10,4,3,2
2024-12-26,2024-12,1,0,English,3,3,2,6
2024-12-26,2024-12,0,0,Music,0,0,0,0
2024-12-26,2024-12,0,0,Math,0,0,0,1
2024-12-25,2024-12,0,0,Chinese,267,141,100,21
2024-12-25,2024-12,1,0,Chinese,177,121,104,0
2024-12-25,2024-12,0,0,English,66,42,38,18
2024-12-25,2024-12,1,0,English,7,5,5,7
2024-12-25,2024-12,1,1,Chinese,3,1,1,0
2024-12-25,2024-12,0,0,Music,0,0,0,1
2024-12-25,2024-12,0,0,Math,0,0,0,1
2024-12-24,2024-12,1,0,Chinese,221,137,122,0
2024-12-24,2024-12,0,0,Chinese,287,133,87,24
2024-12-24,2024-12,0,0,English,89,45,38,21
2024-12-24,2024-12,1,1,Chinese,15,5,5,1
2024-12-24,2024-12,1,0,English,4,3,2,6
2024-12-24,2024-12,0,0,Music,0,0,0,1
2024-12-24,2024-12,1,0,Math,0,0,0,2
2024-12-24,2024-12,0,0,Math,0,0,0,3
2024-12-23,2024-12,0,0,Chinese,421,181,132,51
2024-12-23,2024-12,1,0,Chinese,188,114,94,4
2024-12-23,2024-12,0,0,English,112,62,54,24
2024-12-23,2024-12,1,0,English,10,8,7,12
2024-12-23,2024-12,1,1,Chinese,12,5,4,1
2024-12-23,2024-12,0,0,Music,0,0,0,2
2024-12-23,2024-12,0,0,Math,0,0,0,7
2024-12-22,2024-12,1,0,Chinese,279,205,176,0
2024-12-22,2024-12,0,0,Chinese,391,188,144,36
2024-12-22,2024-12,0,0,English,80,50,38,19
2024-12-22,2024-12,1,0,English,8,8,8,15
2024-12-22,2024-12,1,1,Chinese,14,2,1,1
2024-12-22,2024-12,0,0,Music,0,0,0,1
2024-12-22,2024-12,0,0,Math,0,0,0,2
2024-12-22,2024-12,1,1,English,0,0,0,1
2024-12-21,2024-12,0,0,Chinese,283,143,127,31
2024-12-21,2024-12,1,0,Chinese,190,122,98,2
2024-12-21,2024-12,0,0,English,50,32,30,19
2024-12-21,2024-12,1,0,English,7,5,5,16
2024-12-21,2024-12,1,1,Chinese,9,1,1,1
2024-12-21,2024-12,0,0,Music,0,0,0,2
2024-12-21,2024-12,0,0,Math,0,0,0,4
2024-12-20,2024-12,0,0,Chinese,309,169,128,28
2024-12-20,2024-12,1,0,Chinese,199,130,109,0
2024-12-20,2024-12,0,0,English,73,53,45,18
2024-12-20,2024-12,1,0,English,9,7,6,7
2024-12-20,2024-12,1,1,Chinese,8,2,2,1
2024-12-20,2024-12,0,0,Music,0,0,0,2
2024-12-20,2024-12,0,0,Math,0,0,0,1
2024-12-20,2024-12,1,0,Math,0,0,0,0
2024-12-19,2024-12,0,0,Chinese,333,174,139,25
2024-12-19,2024-12,1,0,Chinese,173,120,110,0
2024-12-19,2024-12,0,0,English,65,40,36,20
2024-12-19,2024-12,1,0,English,14,11,11,12
2024-12-19,2024-12,1,1,Chinese,5,1,1,1
2024-12-19,2024-12,0,0,Music,0,0,0,3
2024-12-19,2024-12,1,0,Music,0,0,0,1
2024-12-19,2024-12,0,0,Math,0,0,0,1
2024-12-18,2024-12,1,0,Chinese,226,158,125,1
2024-12-18,2024-12,0,0,Chinese,296,125,103,17
2024-12-18,2024-12,0,0,English,76,43,33,23
2024-12-18,2024-12,1,0,English,10,8,7,11
2024-12-18,2024-12,1,1,Chinese,21,1,0,0
2024-12-18,2024-12,0,0,Music,0,0,0,1
2024-12-18,2024-12,1,0,Music,0,0,0,1
2024-12-18,2024-12,0,0,Math,0,0,0,2
2024-12-17,2024-12,0,0,Chinese,351,178,147,32
2024-12-17,2024-12,1,0,Chinese,226,154,133,1
2024-12-17,2024-12,0,0,English,95,55,43,13
2024-12-17,2024-12,1,0,English,10,5,4,10
2024-12-17,2024-12,1,1,Chinese,8,4,3,0
2024-12-17,2024-12,1,0,Math,0,0,0,1
2024-12-17,2024-12,0,0,Math,0,0,0,4
2024-12-16,2024-12,0,0,Chinese,503,205,155,34
2024-12-16,2024-12,1,0,Chinese,195,135,117,4
2024-12-16,2024-12,0,0,English,104,56,47,15
2024-12-16,2024-12,1,0,English,8,4,4,6
2024-12-16,2024-12,1,1,Chinese,9,3,2,2
2024-12-16,2024-12,1,0,Math,0,0,0,1
2024-12-16,2024-12,0,0,Music,0,0,0,2
2024-12-16,2024-12,0,0,Math,0,0,0,6
2024-12-16,2024-12,1,1,Math,0,0,0,1
2024-12-15,2024-12,0,0,Chinese,498,227,174,41
2024-12-15,2024-12,1,0,Chinese,254,164,136,2
2024-12-15,2024-12,0,0,English,105,60,46,50
2024-12-15,2024-12,1,0,English,8,7,6,15
2024-12-15,2024-12,1,1,Chinese,9,4,1,1
2024-12-15,2024-12,0,0,Music,0,0,0,4
2024-12-15,2024-12,0,0,Math,0,0,0,6
2024-12-14,2024-12,0,0,Chinese,369,179,142,28
2024-12-14,2024-12,1,0,Chinese,245,150,135,0
2024-12-14,2024-12,0,0,English,50,31,28,21
2024-12-14,2024-12,1,0,English,10,6,6,6
2024-12-14,2024-12,1,1,Chinese,10,5,4,2
2024-12-14,2024-12,0,0,Music,0,0,0,1
2024-12-14,2024-12,0,0,Math,0,0,0,1
2024-12-13,2024-12,0,0,Chinese,382,180,134,15
2024-12-13,2024-12,1,0,Chinese,178,127,116,1
2024-12-13,2024-12,0,0,English,267,70,57,21
2024-12-13,2024-12,1,0,English,11,8,8,5
2024-12-13,2024-12,1,1,Chinese,10,2,1,1
2024-12-13,2024-12,0,0,Music,0,0,0,2
2024-12-13,2024-12,0,0,Math,0,0,0,4
2024-12-12,2024-12,0,0,Chinese,376,182,152,34
2024-12-12,2024-12,1,0,Chinese,176,125,110,1
2024-12-12,2024-12,0,0,English,52,32,30,77
2024-12-12,2024-12,1,0,English,13,9,7,31
2024-12-12,2024-12,1,1,Chinese,4,0,0,3
2024-12-12,2024-12,0,0,Music,0,0,0,7
2024-12-12,2024-12,1,1,Math,0,0,0,0
2024-12-12,2024-12,0,0,Math,0,0,0,3
2024-12-11,2024-12,0,0,Chinese,380,182,145,28
2024-12-11,2024-12,0,0,English,92,55,50,37
2024-12-11,2024-12,1,0,Chinese,101,50,45,2
2024-12-11,2024-12,1,0,English,11,6,6,14
2024-12-11,2024-12,1,1,Chinese,7,1,1,1
2024-12-11,2024-12,1,0,Music,0,0,0,0
2024-12-11,2024-12,0,0,Math,0,0,0,4
2024-12-11,2024-12,0,0,Music,0,0,0,1
2024-12-10,2024-12,0,0,Chinese,395,194,157,32
2024-12-10,2024-12,1,0,Chinese,134,90,83,0
2024-12-10,2024-12,0,0,English,72,36,28,24
2024-12-10,2024-12,1,0,English,14,8,8,19
2024-12-10,2024-12,1,1,Chinese,10,2,2,1
2024-12-10,2024-12,0,0,Music,0,0,0,0
2024-12-10,2024-12,0,0,Math,0,0,0,4
2024-12-10,2024-12,1,1,English,0,0,0,1
2024-12-10,2024-12,1,0,Math,0,0,0,1
2024-12-09,2024-12,0,0,Chinese,437,205,160,46
2024-12-09,2024-12,1,0,Chinese,112,81,74,0
2024-12-09,2024-12,0,0,English,87,57,50,27
2024-12-09,2024-12,1,1,Chinese,13,4,3,1
2024-12-09,2024-12,1,0,English,10,4,3,21
2024-12-09,2024-12,0,0,Math,0,0,0,3
2024-12-09,2024-12,1,0,Math,0,0,0,0
2024-12-09,2024-12,0,0,Music,0,0,0,4
2024-12-08,2024-12,0,0,Chinese,383,190,162,34
2024-12-08,2024-12,1,0,Chinese,169,125,114,1
2024-12-08,2024-12,0,0,English,124,75,62,30
2024-12-08,2024-12,1,0,English,13,9,8,7
2024-12-08,2024-12,1,1,Chinese,9,0,0,0
2024-12-08,2024-12,1,1,Math,0,0,0,0
2024-12-08,2024-12,0,0,Math,0,0,0,4
2024-12-08,2024-12,1,0,Math,0,0,0,0
2024-12-08,2024-12,1,0,Music,0,0,0,0
2024-12-08,2024-12,0,0,Music,0,0,0,1
2024-12-07,2024-12,0,0,Chinese,361,139,114,23
2024-12-07,2024-12,1,0,Chinese,116,79,73,1
2024-12-07,2024-12,0,0,English,58,36,34,18
2024-12-07,2024-12,1,0,English,7,6,5,12
2024-12-07,2024-12,1,1,Chinese,11,4,4,3
2024-12-07,2024-12,0,0,Music,0,0,0,1
2024-12-07,2024-12,0,0,Math,0,0,0,1
2024-12-06,2024-12,0,0,Chinese,444,194,148,23
2024-12-06,2024-12,1,0,Chinese,172,105,92,0
2024-12-06,2024-12,0,0,English,61,39,33,25
2024-12-06,2024-12,1,1,Chinese,8,4,4,3
2024-12-06,2024-12,1,0,English,7,3,3,5
2024-12-06,2024-12,0,0,Math,0,0,0,2
2024-12-06,2024-12,0,0,Music,0,0,0,4
2024-12-06,2024-12,1,0,Music,0,0,0,0
2024-12-05,2024-12,0,0,Chinese,508,273,212,26
2024-12-05,2024-12,1,0,Chinese,116,86,70,1
2024-12-05,2024-12,0,0,English,93,60,56,13
2024-12-05,2024-12,1,0,English,9,6,6,8
2024-12-05,2024-12,1,1,Chinese,12,4,3,0
2024-12-05,2024-12,0,0,Math,0,0,0,4
2024-12-05,2024-12,0,0,Music,0,0,0,1
2024-12-04,2024-12,0,0,Chinese,481,221,173,24
2024-12-04,2024-12,1,0,Chinese,143,105,95,3
2024-12-04,2024-12,0,0,English,92,55,48,22
2024-12-04,2024-12,1,0,English,8,7,7,12
2024-12-04,2024-12,1,1,Chinese,12,2,2,3
2024-12-04,2024-12,0,0,Music,0,0,0,1
2024-12-04,2024-12,1,0,Music,0,0,0,1
2024-12-03,2024-12,0,0,Chinese,372,171,149,20
2024-12-03,2024-12,1,0,Chinese,104,63,57,0
2024-12-03,2024-12,0,0,English,104,50,45,17
2024-12-03,2024-12,1,1,Chinese,20,8,8,3
2024-12-03,2024-12,1,0,English,9,8,7,5
2024-12-03,2024-12,0,0,Math,0,0,0,2
2024-12-03,2024-12,0,0,Music,0,0,0,2
2024-12-03,2024-12,1,0,Music,0,0,0,0
2024-12-02,2024-12,0,0,Chinese,338,144,127,24
2024-12-02,2024-12,1,0,Chinese,116,81,65,2
2024-12-02,2024-12,0,0,English,61,41,36,16
2024-12-02,2024-12,1,0,English,12,7,5,4
2024-12-02,2024-12,1,1,Chinese,10,5,4,3
2024-12-02,2024-12,0,0,Math,0,0,0,1
2024-12-02,2024-12,1,0,Math,0,0,0,0
2024-12-02,2024-12,0,0,Music,0,0,0,3
2024-12-01,2024-12,0,0,Chinese,361,170,128,23
2024-12-01,2024-12,1,0,Chinese,140,87,76,0
2024-12-01,2024-12,0,0,English,59,42,33,37
2024-12-01,2024-12,1,0,English,10,6,6,12
2024-12-01,2024-12,1,1,Chinese,13,5,4,1
2024-12-01,2024-12,0,0,Math,0,0,0,4
2024-12-01,2024-12,1,1,English,0,0,0,0
2024-12-01,2024-12,0,0,Music,0,0,0,2
2024-12-01,2024-12,1,0,Music,0,0,0,0
2024-11-30,2024-11,0,0,Chinese,378,182,154,117
2024-11-30,2024-11,1,0,Chinese,118,85,76,5
2024-11-30,2024-11,0,0,English,331,54,45,50
2024-11-30,2024-11,1,0,English,7,5,5,18
2024-11-30,2024-11,1,1,Chinese,28,3,2,5
2024-11-30,2024-11,0,0,Music,0,0,0,3
2024-11-30,2024-11,0,0,Math,0,0,0,7
2024-11-30,2024-11,1,1,Math,0,0,0,0
2024-11-29,2024-11,0,0,Chinese,316,146,122,55
2024-11-29,2024-11,1,0,Chinese,150,89,83,1
2024-11-29,2024-11,0,0,English,46,27,25,17
2024-11-29,2024-11,1,0,English,10,8,8,3
2024-11-29,2024-11,1,1,Chinese,7,2,2,5
2024-11-29,2024-11,1,0,Math,0,0,0,1
2024-11-29,2024-11,0,0,Math,0,0,0,3
2024-11-28,2024-11,0,0,Chinese,320,177,150,50
2024-11-28,2024-11,0,0,English,192,95,83,19
2024-11-28,2024-11,1,0,Chinese,130,80,67,0
2024-11-28,2024-11,1,0,English,10,7,6,6
2024-11-28,2024-11,1,1,Chinese,7,3,3,2
2024-11-28,2024-11,1,1,English,0,0,0,1
2024-11-28,2024-11,0,0,Math,0,0,0,2
2024-11-28,2024-11,0,0,Music,0,0,0,1
2024-11-27,2024-11,0,0,Chinese,293,162,133,47
2024-11-27,2024-11,1,0,Chinese,129,93,78,3
2024-11-27,2024-11,0,0,English,50,36,28,27
2024-11-27,2024-11,1,0,English,11,8,7,10
2024-11-27,2024-11,1,1,Chinese,10,3,3,0
2024-11-27,2024-11,0,0,Math,0,0,0,2
2024-11-27,2024-11,1,0,Math,0,0,0,0
2024-11-27,2024-11,0,0,Music,0,0,0,1
2024-11-26,2024-11,0,0,Chinese,407,189,159,77
2024-11-26,2024-11,1,0,Chinese,129,84,72,5
2024-11-26,2024-11,0,0,English,50,28,25,17
2024-11-26,2024-11,1,0,English,13,10,9,3
2024-11-26,2024-11,1,1,Chinese,12,6,6,2
2024-11-26,2024-11,0,0,Math,0,0,0,8
2024-11-25,2024-11,0,0,Chinese,517,223,178,81
2024-11-25,2024-11,1,0,Chinese,173,127,112,1
2024-11-25,2024-11,0,0,English,69,40,34,15
2024-11-25,2024-11,1,0,English,14,8,8,7
2024-11-25,2024-11,1,1,Math,0,0,0,1
2024-11-25,2024-11,0,0,Math,0,0,0,4
2024-11-24,2024-11,0,0,Chinese,453,198,159,87
2024-11-24,2024-11,1,0,Chinese,138,92,81,3
2024-11-24,2024-11,0,0,English,77,48,41,29
2024-11-24,2024-11,1,0,English,15,8,7,8
2024-11-24,2024-11,1,1,Chinese,13,2,2,2
2024-11-24,2024-11,0,0,Math,0,0,0,2
2024-11-24,2024-11,0,0,Music,0,0,0,2
2024-11-23,2024-11,0,0,Chinese,406,162,134,56
2024-11-23,2024-11,1,0,Chinese,154,105,94,0
2024-11-23,2024-11,0,0,English,57,42,39,23
2024-11-23,2024-11,1,0,English,11,8,5,6
2024-11-23,2024-11,1,1,Chinese,9,1,1,2
2024-11-23,2024-11,0,0,Music,0,0,0,5
2024-11-23,2024-11,0,0,Math,0,0,0,5
2024-11-22,2024-11,0,0,Chinese,497,220,171,50
2024-11-22,2024-11,1,0,Chinese,120,77,67,1
2024-11-22,2024-11,0,0,English,134,72,62,10
2024-11-22,2024-11,1,1,Chinese,12,8,6,0
2024-11-22,2024-11,1,0,English,5,4,3,6
2024-11-22,2024-11,1,0,Math,0,0,0,0
2024-11-22,2024-11,0,0,Music,0,0,0,1
2024-11-22,2024-11,1,0,Music,0,0,0,1
2024-11-22,2024-11,0,0,Math,0,0,0,4
2024-11-21,2024-11,0,0,Chinese,443,209,165,46
2024-11-21,2024-11,1,0,Chinese,151,105,93,1
2024-11-21,2024-11,0,0,English,69,42,32,21
2024-11-21,2024-11,1,0,English,11,7,6,7
2024-11-21,2024-11,1,1,Chinese,10,1,1,1
2024-11-21,2024-11,1,0,Math,0,0,0,1
2024-11-21,2024-11,0,0,Math,0,0,0,5
2024-11-21,2024-11,0,0,Music,0,0,0,2
2024-11-21,2024-11,1,0,Music,0,0,0,0
2024-11-20,2024-11,0,0,Chinese,392,189,146,34
2024-11-20,2024-11,1,0,Chinese,110,59,50,2
2024-11-20,2024-11,0,0,English,84,59,56,18
2024-11-20,2024-11,1,0,English,10,6,5,5
2024-11-20,2024-11,1,1,Chinese,14,4,4,3
2024-11-20,2024-11,0,0,Math,0,0,0,3
2024-11-20,2024-11,0,0,Music,0,0,0,1
2024-11-20,2024-11,1,0,Music,0,0,0,0
2024-11-19,2024-11,0,0,Chinese,533,257,205,61
2024-11-19,2024-11,1,0,Chinese,167,75,61,0
2024-11-19,2024-11,0,0,English,72,45,38,28
2024-11-19,2024-11,1,1,Chinese,21,5,4,2
2024-11-19,2024-11,1,0,English,11,5,5,8
2024-11-19,2024-11,1,0,Math,0,0,0,1
2024-11-19,2024-11,0,0,Math,0,0,0,5
2024-11-19,2024-11,1,0,Music,0,0,0,1
2024-11-18,2024-11,0,0,Chinese,710,227,178,52
2024-11-18,2024-11,1,0,Chinese,172,96,83,2
2024-11-18,2024-11,0,0,English,82,53,41,28
2024-11-18,2024-11,1,0,English,15,10,10,9
2024-11-18,2024-11,1,1,Chinese,14,3,3,4
2024-11-18,2024-11,1,0,Math,0,0,0,0
2024-11-18,2024-11,0,0,Music,0,0,0,2
2024-11-18,2024-11,0,0,Math,0,0,0,2
2024-11-17,2024-11,0,0,Chinese,391,193,158,53
2024-11-17,2024-11,1,0,Chinese,141,106,91,4
2024-11-17,2024-11,0,0,English,80,51,43,56
2024-11-17,2024-11,1,0,English,10,9,8,11
2024-11-17,2024-11,1,1,Chinese,17,0,0,2
2024-11-17,2024-11,0,0,Math,0,0,0,3
2024-11-17,2024-11,0,0,Music,0,0,0,2
2024-11-16,2024-11,0,0,Chinese,449,170,145,42
2024-11-16,2024-11,1,0,Chinese,171,120,109,1
2024-11-16,2024-11,0,0,English,80,50,40,19
2024-11-16,2024-11,1,0,English,12,4,3,13
2024-11-16,2024-11,1,1,Chinese,16,3,3,3
2024-11-16,2024-11,0,0,Math,0,0,0,2
2024-11-16,2024-11,0,0,Music,0,0,0,2
2024-11-15,2024-11,0,0,Chinese,409,211,181,33
2024-11-15,2024-11,1,0,Chinese,155,93,82,3
2024-11-15,2024-11,0,0,English,125,50,42,206
2024-11-15,2024-11,1,0,English,5,5,4,16
2024-11-15,2024-11,1,1,Chinese,14,4,4,4
2024-11-15,2024-11,0,0,Math,0,0,0,4
2024-11-15,2024-11,0,0,Music,0,0,0,1
2024-11-15,2024-11,1,0,Math,0,0,0,1
2024-11-14,2024-11,0,0,Chinese,900,577,508,33
2024-11-14,2024-11,1,0,Chinese,189,133,116,3
2024-11-14,2024-11,0,0,English,82,51,42,13
2024-11-14,2024-11,1,0,English,26,23,23,4
2024-11-14,2024-11,1,1,Chinese,11,1,1,0
2024-11-14,2024-11,1,1,Math,0,0,0,0
2024-11-14,2024-11,0,0,Math,0,0,0,6
2024-11-14,2024-11,0,0,Music,0,0,0,1
2024-11-13,2024-11,0,0,Chinese,393,204,161,41
2024-11-13,2024-11,1,0,Chinese,201,140,122,0
2024-11-13,2024-11,0,0,English,120,73,65,24
2024-11-13,2024-11,1,0,English,16,11,8,5
2024-11-13,2024-11,1,1,Chinese,8,4,3,0
2024-11-13,2024-11,1,0,Math,0,0,0,1
2024-11-13,2024-11,0,0,Math,0,0,0,3
2024-11-13,2024-11,0,0,Music,0,0,0,0
2024-11-12,2024-11,0,0,Chinese,1241,303,255,47
2024-11-12,2024-11,1,0,Chinese,224,149,125,3
2024-11-12,2024-11,0,0,English,95,58,50,14
2024-11-12,2024-11,1,0,English,10,8,7,3
2024-11-12,2024-11,1,1,Chinese,19,6,5,2
2024-11-12,2024-11,1,0,Math,0,0,0,3
2024-11-12,2024-11,1,1,Math,0,0,0,0
2024-11-12,2024-11,0,0,Music,0,0,0,2
2024-11-12,2024-11,0,0,Math,0,0,0,4
2024-11-11,2024-11,0,0,Chinese,1260,252,212,155
2024-11-11,2024-11,1,0,Chinese,201,129,119,4
2024-11-11,2024-11,0,0,English,99,63,54,139
2024-11-11,2024-11,1,0,English,16,10,8,52
2024-11-11,2024-11,1,1,Chinese,15,2,2,5
2024-11-11,2024-11,1,0,Math,0,0,0,1
2024-11-11,2024-11,0,0,Math,0,0,0,14
2024-11-11,2024-11,1,1,Math,0,0,0,0
2024-11-11,2024-11,1,0,Music,0,0,0,4
2024-11-11,2024-11,0,0,Music,0,0,0,24
2024-11-10,2024-11,0,0,Chinese,453,212,187,69
2024-11-10,2024-11,1,0,Chinese,205,129,114,3
2024-11-10,2024-11,0,0,English,109,63,54,159
2024-11-10,2024-11,1,0,English,22,15,14,49
2024-11-10,2024-11,1,1,Chinese,18,7,6,1
2024-11-10,2024-11,1,1,English,0,0,0,0
2024-11-10,2024-11,1,0,Math,0,0,0,1
2024-11-10,2024-11,0,0,Math,0,0,0,7
2024-11-10,2024-11,0,0,Music,0,0,0,10
2024-11-09,2024-11,0,0,Chinese,374,154,130,52
2024-11-09,2024-11,1,0,Chinese,183,119,104,2
2024-11-09,2024-11,0,0,English,110,72,59,15
2024-11-09,2024-11,1,0,English,13,9,9,3
2024-11-09,2024-11,1,1,Chinese,12,2,1,3
2024-11-09,2024-11,1,0,Music,0,0,0,0
2024-11-09,2024-11,0,0,Music,0,0,0,5
2024-11-09,2024-11,1,0,Math,0,0,0,2
2024-11-09,2024-11,0,0,Math,0,0,0,4
2024-11-08,2024-11,0,0,Chinese,443,185,161,50
2024-11-08,2024-11,1,0,Chinese,180,108,96,1
2024-11-08,2024-11,0,0,English,90,55,46,12
2024-11-08,2024-11,1,0,English,16,12,12,1
2024-11-08,2024-11,1,1,Chinese,12,5,5,1
2024-11-08,2024-11,0,0,Music,0,0,0,1
2024-11-08,2024-11,1,1,Math,0,0,0,1
2024-11-08,2024-11,0,0,Math,0,0,0,12
2024-11-07,2024-11,0,0,Chinese,472,214,195,27
2024-11-07,2024-11,1,0,Chinese,159,115,98,1
2024-11-07,2024-11,0,0,English,69,54,43,10
2024-11-07,2024-11,1,0,English,5,4,4,5
2024-11-07,2024-11,1,1,Chinese,15,2,2,1
2024-11-07,2024-11,0,0,Music,0,0,0,4
2024-11-07,2024-11,1,0,Music,0,0,0,0
2024-11-07,2024-11,0,0,Math,0,0,0,4
2024-11-07,2024-11,1,0,Math,0,0,0,0
2024-11-06,2024-11,0,0,Chinese,340,158,139,62
2024-11-06,2024-11,1,0,Chinese,177,121,106,0
2024-11-06,2024-11,0,0,English,82,51,38,13
2024-11-06,2024-11,1,0,English,12,9,7,4
2024-11-06,2024-11,1,1,Chinese,14,2,2,1
2024-11-06,2024-11,0,0,Music,0,0,0,5
2024-11-06,2024-11,1,0,Music,0,0,0,0
2024-11-06,2024-11,0,0,Math,0,0,0,3
2024-11-05,2024-11,0,0,Chinese,971,286,239,41
2024-11-05,2024-11,1,0,Chinese,189,132,119,2
2024-11-05,2024-11,0,0,English,226,108,87,10
2024-11-05,2024-11,1,1,Chinese,15,7,7,2
2024-11-05,2024-11,1,0,English,9,4,4,2
2024-11-05,2024-11,0,0,Music,0,0,0,3
2024-11-05,2024-11,1,0,Music,0,0,0,0
2024-11-05,2024-11,0,0,Math,0,0,0,10
2024-11-04,2024-11,0,0,Chinese,545,228,194,32
2024-11-04,2024-11,1,0,Chinese,167,120,104,0
2024-11-04,2024-11,0,0,English,105,61,50,10
2024-11-04,2024-11,1,0,English,12,9,8,6
2024-11-04,2024-11,1,1,Chinese,11,4,4,3
2024-11-04,2024-11,0,0,Music,0,0,0,1
2024-11-04,2024-11,0,0,Math,0,0,0,0
2024-11-04,2024-11,1,0,Music,0,0,0,0
2024-11-04,2024-11,1,0,Math,0,0,0,0
2024-11-03,2024-11,0,0,Chinese,504,194,162,30
2024-11-03,2024-11,1,0,Chinese,229,111,93,1
2024-11-03,2024-11,0,0,English,115,61,51,104
2024-11-03,2024-11,1,0,English,19,14,14,33
2024-11-03,2024-11,1,1,Chinese,12,3,3,1
2024-11-03,2024-11,0,0,Music,0,0,0,2
2024-11-03,2024-11,1,0,Music,0,0,0,0
2024-11-03,2024-11,1,1,Math,0,0,0,0
2024-11-03,2024-11,0,0,Math,0,0,0,4
2024-11-02,2024-11,0,0,Chinese,368,172,144,36
2024-11-02,2024-11,1,0,Chinese,220,121,101,0
2024-11-02,2024-11,0,0,English,127,77,64,61
2024-11-02,2024-11,1,0,English,10,6,4,19
2024-11-02,2024-11,1,1,Chinese,13,5,4,2
2024-11-02,2024-11,0,0,Music,0,0,0,3
2024-11-02,2024-11,1,0,Math,0,0,0,1
2024-11-02,2024-11,0,0,Math,0,0,0,4
2024-11-01,2024-11,0,0,Chinese,443,205,177,29
2024-11-01,2024-11,1,0,Chinese,179,96,86,1
2024-11-01,2024-11,0,0,English,118,67,56,107
2024-11-01,2024-11,1,0,English,18,15,15,39
2024-11-01,2024-11,1,1,Chinese,6,3,3,4
2024-11-01,2024-11,0,0,Music,0,0,0,1
2024-11-01,2024-11,1,0,Music,0,0,0,1
2024-11-01,2024-11,1,0,Math,0,0,0,1
2024-11-01,2024-11,0,0,Math,0,0,0,1
2024-10-31,2024-10,0,0,Chinese,335,175,145,91
2024-10-31,2024-10,1,0,Chinese,173,98,81,3
2024-10-31,2024-10,0,0,English,102,64,53,57
