订单年月日,订单年月,科目,是否ot渠道,是否ot官网,线索量,约课量,试听完课量,新签订单量
2025-05-15,2025-05,Chinese,1,0,22,11,8,1
2025-05-15,2025-05,Math,0,0,27,8,3,6
2025-05-15,2025-05,Chinese,1,1,11,4,3,1
2025-05-15,2025-05,Music,0,0,0,0,0,0
2025-05-15,2025-05,Math,1,0,1,0,0,0
2025-05-14,2025-05,English,1,0,478,301,254,4
2025-05-14,2025-05,English,0,0,343,171,143,23
2025-05-14,2025-05,Chinese,0,0,246,140,99,29
2025-05-14,2025-05,Math,0,0,24,13,9,2
2025-05-14,2025-05,Chinese,1,0,23,11,7,2
2025-05-14,2025-05,Chinese,1,1,9,6,6,0
2025-05-14,2025-05,Music,0,0,2,0,0,0
2025-05-14,2025-05,Music,1,0,4,0,0,0
2025-05-14,2025-05,Math,1,0,3,0,0,0
2025-05-13,2025-05,English,1,0,453,274,236,4
2025-05-13,2025-05,Chinese,0,0,418,195,133,48
2025-05-13,2025-05,English,0,0,334,157,139,25
2025-05-13,2025-05,Math,0,0,23,15,11,8
2025-05-13,2025-05,Chinese,1,0,17,6,4,1
2025-05-13,2025-05,Chinese,1,1,9,2,2,3
2025-05-13,2025-05,Music,0,0,1,1,1,0
2025-05-13,2025-05,Math,1,0,1,0,0,0
2025-05-12,2025-05,English,1,0,499,325,272,12
2025-05-12,2025-05,Chinese,0,0,375,184,140,83
2025-05-12,2025-05,English,0,0,373,176,149,49
2025-05-12,2025-05,Math,0,0,34,14,9,11
2025-05-12,2025-05,Chinese,1,0,21,12,10,2
2025-05-12,2025-05,Chinese,1,1,10,7,5,1
2025-05-12,2025-05,Music,0,0,1,0,0,1
2025-05-12,2025-05,Math,1,0,1,0,0,0
2025-05-12,2025-05,English,1,1,0,0,0,1
2025-05-11,2025-05,English,1,0,436,285,243,24
2025-05-11,2025-05,English,0,0,396,154,127,56
2025-05-11,2025-05,Chinese,0,0,235,151,107,56
2025-05-11,2025-05,Chinese,1,0,24,8,4,5
2025-05-11,2025-05,Math,0,0,24,8,6,8
2025-05-11,2025-05,Chinese,1,1,10,4,3,1
2025-05-11,2025-05,Music,0,0,1,0,0,1
2025-05-11,2025-05,Music,1,0,1,0,0,1
2025-05-11,2025-05,Math,1,0,1,0,0,0
2025-05-11,2025-05,English,1,1,0,0,0,0
2025-05-10,2025-05,English,1,0,393,247,217,20
2025-05-10,2025-05,English,0,0,347,169,141,48
2025-05-10,2025-05,Chinese,0,0,243,150,90,58
2025-05-10,2025-05,Math,0,0,35,24,10,7
2025-05-10,2025-05,Chinese,1,0,24,10,4,3
2025-05-10,2025-05,Chinese,1,1,12,3,2,6
2025-05-10,2025-05,Math,1,0,5,1,1,0
2025-05-10,2025-05,Music,1,0,1,0,0,0
2025-05-09,2025-05,English,1,0,565,379,334,11
2025-05-09,2025-05,English,0,0,339,161,134,21
2025-05-09,2025-05,Chinese,0,0,242,147,108,31
2025-05-09,2025-05,Math,0,0,20,13,6,5
2025-05-09,2025-05,Chinese,1,0,20,7,7,2
2025-05-09,2025-05,Chinese,1,1,6,3,2,1
2025-05-09,2025-05,Music,0,0,1,0,0,0
2025-05-09,2025-05,Math,1,1,0,0,0,1
2025-05-08,2025-05,English,1,0,521,354,291,16
2025-05-08,2025-05,English,0,0,317,160,132,27
2025-05-08,2025-05,Chinese,0,0,259,155,120,40
2025-05-08,2025-05,Math,0,0,22,15,9,5
2025-05-08,2025-05,Chinese,1,0,27,12,7,2
2025-05-08,2025-05,Chinese,1,1,9,3,2,1
2025-05-08,2025-05,Music,0,0,1,0,0,0
2025-05-07,2025-05,English,1,0,521,323,258,20
2025-05-07,2025-05,English,0,0,424,168,145,28
2025-05-07,2025-05,Chinese,0,0,253,140,96,30
2025-05-07,2025-05,Math,0,0,37,21,16,3
2025-05-07,2025-05,Chinese,1,0,21,11,8,3
2025-05-07,2025-05,Chinese,1,1,10,5,4,1
2025-05-07,2025-05,Music,0,0,2,0,0,0
2025-05-06,2025-05,English,1,0,401,252,206,9
2025-05-06,2025-05,Chinese,0,0,314,155,122,47
2025-05-06,2025-05,English,0,0,331,141,122,28
2025-05-06,2025-05,Math,0,0,39,19,12,6
2025-05-06,2025-05,Chinese,1,0,24,14,10,3
2025-05-06,2025-05,Chinese,1,1,16,11,11,4
2025-05-06,2025-05,Music,0,0,0,0,0,0
2025-05-06,2025-05,Music,1,0,0,0,0,0
2025-05-06,2025-05,English,1,1,0,0,0,1
2025-05-05,2025-05,English,1,0,370,238,198,11
2025-05-05,2025-05,Chinese,0,0,442,198,145,55
2025-05-05,2025-05,English,0,0,164,81,68,15
2025-05-05,2025-05,Math,0,0,38,19,12,6
2025-05-05,2025-05,Chinese,1,0,14,9,5,2
2025-05-05,2025-05,Chinese,1,1,12,2,2,2
2025-05-05,2025-05,Music,0,0,1,0,0,0
2025-05-04,2025-05,English,1,0,269,164,148,1
2025-05-04,2025-05,Chinese,0,0,239,140,105,40
2025-05-04,2025-05,English,0,0,115,56,49,5
2025-05-04,2025-05,Math,0,0,52,17,10,7
2025-05-04,2025-05,Chinese,1,0,20,6,4,1
2025-05-04,2025-05,Chinese,1,1,12,6,5,3
2025-05-04,2025-05,Music,0,0,0,0,0,1
2025-05-03,2025-05,English,1,0,265,155,134,5
2025-05-03,2025-05,Chinese,0,0,247,127,101,29
2025-05-03,2025-05,English,0,0,88,40,35,4
2025-05-03,2025-05,Math,0,0,32,18,7,5
2025-05-03,2025-05,Chinese,1,0,28,8,6,1
2025-05-03,2025-05,Chinese,1,1,6,3,3,1
2025-05-03,2025-05,Chinese,0,0,2,1,1,29
2025-05-02,2025-05,English,1,0,271,151,130,2
2025-05-02,2025-05,Chinese,0,0,100,62,51,11
2025-05-02,2025-05,English,0,0,98,40,33,6
2025-05-02,2025-05,Math,0,0,28,11,7,0
2025-05-02,2025-05,Chinese,1,0,18,5,5,1
2025-05-02,2025-05,Chinese,1,1,7,2,2,0
2025-05-01,2025-05,English,1,0,328,202,166,8
2025-05-01,2025-05,Chinese,0,0,110,68,53,12
2025-05-01,2025-05,English,0,0,112,46,42,16
2025-05-01,2025-05,Math,0,0,24,18,14,2
2025-05-01,2025-05,Chinese,1,1,6,2,2,5
2025-05-01,2025-05,Music,0,0,1,0,0,1
2025-04-30,2025-04,English,1,0,279,178,143,18
2025-04-30,2025-04,Chinese,0,0,240,150,106,87
2025-04-30,2025-04,English,0,0,221,118,100,72
2025-04-30,2025-04,Math,0,0,28,17,12,11
2025-04-30,2025-04,Chinese,1,0,21,8,6,4
2025-04-30,2025-04,Chinese,1,1,11,7,6,5
2025-04-30,2025-04,Music,0,0,0,0,0,0
2025-04-30,2025-04,Music,1,0,1,0,0,0
2025-04-29,2025-04,Chinese,0,0,270,169,117,69
2025-04-29,2025-04,English,0,0,267,133,118,30
2025-04-29,2025-04,English,1,0,142,93,77,11
2025-04-29,2025-04,Math,0,0,37,24,19,7
2025-04-29,2025-04,Chinese,1,0,31,10,8,0
2025-04-29,2025-04,Chinese,1,1,17,9,7,2
2025-04-29,2025-04,Music,0,0,0,0,0,0
2025-04-29,2025-04,Math,1,0,1,0,0,0
2025-04-28,2025-04,English,1,0,306,224,190,12
2025-04-28,2025-04,Chinese,0,0,234,154,101,49
2025-04-28,2025-04,English,0,0,239,127,110,36
2025-04-28,2025-04,Math,0,0,32,20,10,4
2025-04-28,2025-04,Chinese,1,0,17,9,7,2
2025-04-28,2025-04,Chinese,1,1,15,5,4,1
2025-04-28,2025-04,Music,0,0,2,0,0,1
2025-04-28,2025-04,Math,1,0,2,0,0,2
2025-04-28,2025-04,English,1,1,0,0,0,0
2025-04-27,2025-04,Chinese,0,0,282,186,117,54
2025-04-27,2025-04,English,1,0,279,182,159,18
2025-04-27,2025-04,English,0,0,235,111,96,39
2025-04-27,2025-04,Math,0,0,37,27,17,9
2025-04-27,2025-04,Chinese,1,0,22,8,4,2
2025-04-27,2025-04,Chinese,1,1,8,3,3,0
2025-04-27,2025-04,Chinese,0,0,1,1,1,54
2025-04-27,2025-04,Chinese,1,0,1,1,1,2
2025-04-27,2025-04,Music,0,0,2,0,0,0
2025-04-27,2025-04,Math,1,1,0,0,0,1
2025-04-27,2025-04,Music,1,0,0,0,0,0
2025-04-26,2025-04,English,1,0,267,189,161,17
2025-04-26,2025-04,English,0,0,228,120,98,35
2025-04-26,2025-04,Chinese,0,0,152,90,68,45
2025-04-26,2025-04,Math,0,0,33,18,12,5
2025-04-26,2025-04,Chinese,1,0,18,11,8,1
2025-04-26,2025-04,Chinese,1,1,22,10,8,0
2025-04-26,2025-04,Music,0,0,2,0,0,1
2025-04-26,2025-04,Music,1,0,1,0,0,0
2025-04-25,2025-04,English,1,0,279,194,162,7
2025-04-25,2025-04,Chinese,0,0,230,152,110,60
2025-04-25,2025-04,English,0,0,276,147,126,34
2025-04-25,2025-04,Math,0,0,38,15,12,6
2025-04-25,2025-04,Chinese,1,0,19,11,6,2
2025-04-25,2025-04,Chinese,1,1,14,5,5,3
2025-04-25,2025-04,Music,0,0,1,0,0,0
2025-04-24,2025-04,English,1,0,336,230,190,16
2025-04-24,2025-04,Chinese,0,0,408,185,133,36
2025-04-24,2025-04,English,0,0,291,166,145,48
2025-04-24,2025-04,Math,0,0,28,18,8,5
2025-04-24,2025-04,Chinese,1,0,18,6,5,2
2025-04-24,2025-04,Chinese,1,1,9,3,2,2
2025-04-24,2025-04,Music,0,0,1,0,0,1
2025-04-23,2025-04,English,1,0,323,236,196,10
2025-04-23,2025-04,Chinese,0,0,486,217,136,33
2025-04-23,2025-04,English,0,0,248,140,123,35
2025-04-23,2025-04,Math,0,0,27,17,12,3
2025-04-23,2025-04,Chinese,1,0,22,10,6,1
2025-04-23,2025-04,Chinese,1,1,12,4,3,1
2025-04-23,2025-04,Music,0,0,1,0,0,0
2025-04-22,2025-04,English,1,0,268,199,178,2
2025-04-22,2025-04,Chinese,0,0,284,154,104,43
2025-04-22,2025-04,English,0,0,243,154,135,31
2025-04-22,2025-04,Chinese,1,0,21,10,6,1
2025-04-22,2025-04,Math,0,0,23,9,7,5
2025-04-22,2025-04,Chinese,1,1,13,5,5,0
2025-04-22,2025-04,Music,0,0,0,0,0,0
2025-04-21,2025-04,English,1,0,268,193,170,21
2025-04-21,2025-04,English,0,0,299,180,158,29
2025-04-21,2025-04,Chinese,0,0,429,180,113,54
2025-04-21,2025-04,Math,0,0,28,13,9,2
2025-04-21,2025-04,Chinese,1,0,21,8,6,3
2025-04-21,2025-04,Chinese,1,1,8,1,1,2
2025-04-21,2025-04,Music,0,0,1,0,0,2
2025-04-20,2025-04,Chinese,0,0,385,176,91,64
2025-04-20,2025-04,English,1,0,226,166,139,25
2025-04-20,2025-04,English,0,0,200,108,91,53
2025-04-20,2025-04,Math,0,0,62,25,15,8
2025-04-20,2025-04,Chinese,1,0,12,5,4,6
2025-04-20,2025-04,Math,1,0,4,1,1,0
2025-04-20,2025-04,Chinese,1,1,6,1,1,0
2025-04-20,2025-04,Music,1,0,0,0,0,0
2025-04-19,2025-04,English,0,0,378,169,143,39
2025-04-19,2025-04,English,1,0,197,139,119,11
2025-04-19,2025-04,Chinese,0,0,178,95,54,52
2025-04-19,2025-04,Math,0,0,22,13,6,4
2025-04-19,2025-04,Chinese,1,0,14,8,5,3
2025-04-19,2025-04,Math,0,0,1,1,1,4
2025-04-19,2025-04,Music,1,0,3,0,0,0
2025-04-19,2025-04,Music,0,0,0,0,0,0
2025-04-18,2025-04,English,1,0,281,204,170,14
2025-04-18,2025-04,English,0,0,405,175,152,45
2025-04-18,2025-04,Chinese,0,0,1268,154,108,47
2025-04-18,2025-04,Math,0,0,40,24,15,3
2025-04-18,2025-04,Chinese,1,0,18,7,2,2
2025-04-18,2025-04,Chinese,1,1,10,5,4,1
2025-04-18,2025-04,Music,0,0,1,0,0,1
2025-04-18,2025-04,Math,1,0,1,0,0,1
2025-04-18,2025-04,Math,1,0,1,0,0,1
2025-04-17,2025-04,English,0,0,406,220,177,37
2025-04-17,2025-04,Chinese,0,0,256,185,118,34
2025-04-17,2025-04,English,1,0,253,177,146,9
2025-04-17,2025-04,Math,0,0,41,23,13,7
2025-04-17,2025-04,Chinese,1,0,23,13,9,1
2025-04-17,2025-04,Chinese,1,1,6,3,2,1
2025-04-16,2025-04,English,1,0,278,195,173,15
2025-04-16,2025-04,English,0,0,274,153,139,35
2025-04-16,2025-04,Chinese,0,0,230,152,102,34
2025-04-16,2025-04,Math,0,0,28,16,7,3
2025-04-16,2025-04,Chinese,1,0,22,8,5,0
2025-04-16,2025-04,Chinese,1,1,8,5,2,0
2025-04-16,2025-04,Music,0,0,0,0,0,0
2025-04-15,2025-04,Chinese,0,0,469,188,123,44
2025-04-15,2025-04,English,1,0,263,168,155,12
2025-04-15,2025-04,English,0,0,228,147,129,24
2025-04-15,2025-04,Math,0,0,31,19,14,2
2025-04-15,2025-04,Chinese,1,0,22,11,9,2
2025-04-15,2025-04,Chinese,1,1,13,5,1,1
2025-04-15,2025-04,Math,1,0,2,1,0,3
2025-04-15,2025-04,Music,0,0,1,0,0,1
2025-04-15,2025-04,Music,1,0,1,0,0,0
2025-04-15,2025-04,Music,1,1,0,0,0,1
2025-04-15,2025-04,Math,1,1,0,0,0,1
2025-04-14,2025-04,English,1,0,452,318,267,13
2025-04-14,2025-04,Chinese,0,0,301,179,128,52
2025-04-14,2025-04,English,0,0,267,151,131,35
2025-04-14,2025-04,Math,0,0,57,25,23,2
2025-04-14,2025-04,Chinese,1,0,14,9,6,4
2025-04-14,2025-04,Chinese,1,1,11,2,2,1
2025-04-14,2025-04,Music,0,0,1,0,0,3
2025-04-13,2025-04,Chinese,0,0,281,155,97,58
2025-04-13,2025-04,English,1,0,227,154,130,21
2025-04-13,2025-04,English,0,0,306,140,125,42
2025-04-13,2025-04,Math,0,0,37,21,11,6
2025-04-13,2025-04,Chinese,1,0,17,13,9,2
2025-04-13,2025-04,Chinese,1,1,7,4,3,1
2025-04-13,2025-04,Music,0,0,0,0,0,0
2025-04-13,2025-04,Math,1,1,0,0,0,0
2025-04-12,2025-04,English,1,0,304,218,183,22
2025-04-12,2025-04,English,0,0,260,147,132,33
2025-04-12,2025-04,Chinese,0,0,166,109,81,45
2025-04-12,2025-04,Math,0,0,27,17,12,6
2025-04-12,2025-04,Chinese,1,0,20,9,7,1
2025-04-12,2025-04,Chinese,1,1,9,3,3,2
2025-04-12,2025-04,Chinese,0,0,1,1,1,45
2025-04-12,2025-04,Music,0,0,1,0,0,0
2025-04-11,2025-04,English,1,0,439,236,205,11
2025-04-11,2025-04,English,0,0,492,159,133,27
2025-04-11,2025-04,Chinese,0,0,207,127,96,37
2025-04-11,2025-04,Math,0,0,30,18,11,2
2025-04-11,2025-04,Chinese,1,0,17,9,5,1
2025-04-11,2025-04,Chinese,1,1,17,4,3,3
2025-04-11,2025-04,Chinese,0,0,1,0,0,37
2025-04-11,2025-04,Math,1,0,2,0,0,1
2025-04-11,2025-04,Music,0,0,2,0,0,2
2025-04-11,2025-04,Math,0,0,1,0,0,2
2025-04-10,2025-04,Chinese,0,0,254,180,127,32
2025-04-10,2025-04,English,0,0,420,150,126,29
2025-04-10,2025-04,English,1,0,187,134,120,16
2025-04-10,2025-04,Math,0,0,29,18,12,5
2025-04-10,2025-04,Chinese,1,0,15,7,6,2
2025-04-10,2025-04,Chinese,1,1,4,3,3,2
2025-04-09,2025-04,English,1,0,336,162,140,12
2025-04-09,2025-04,Chinese,0,0,256,149,92,19
2025-04-09,2025-04,English,0,0,259,126,105,29
2025-04-09,2025-04,Math,0,0,33,23,18,4
2025-04-09,2025-04,Chinese,1,0,14,6,4,1
2025-04-09,2025-04,Chinese,1,1,12,5,4,0
2025-04-08,2025-04,English,1,0,480,210,180,9
2025-04-08,2025-04,Chinese,0,0,347,137,102,21
2025-04-08,2025-04,English,0,0,252,125,111,22
2025-04-08,2025-04,Math,0,0,43,25,15,2
2025-04-08,2025-04,Chinese,1,0,11,9,4,2
2025-04-08,2025-04,Chinese,1,1,12,8,6,1
2025-04-08,2025-04,Chinese,0,0,1,1,1,21
2025-04-08,2025-04,Music,1,0,1,0,0,1
2025-04-08,2025-04,Music,0,0,1,0,0,1
2025-04-07,2025-04,English,1,0,343,205,179,20
2025-04-07,2025-04,Chinese,0,0,327,178,121,53
2025-04-07,2025-04,English,0,0,263,154,135,23
2025-04-07,2025-04,Math,0,0,37,22,12,7
2025-04-07,2025-04,Chinese,1,0,14,10,9,0
2025-04-07,2025-04,Chinese,1,1,9,4,4,4
2025-04-07,2025-04,Math,1,0,2,0,0,0
2025-04-06,2025-04,English,1,0,270,197,163,5
2025-04-06,2025-04,Chinese,0,0,282,175,119,45
2025-04-06,2025-04,English,0,0,148,77,64,15
2025-04-06,2025-04,Math,0,0,30,13,8,4
2025-04-06,2025-04,Chinese,1,1,7,5,3,3
2025-04-06,2025-04,Chinese,1,0,13,4,2,1
2025-04-06,2025-04,Music,0,0,2,0,0,0
2025-04-05,2025-04,English,1,0,269,177,148,5
2025-04-05,2025-04,Chinese,0,0,174,99,74,35
2025-04-05,2025-04,English,0,0,78,30,28,6
2025-04-05,2025-04,Math,0,0,28,21,10,5
2025-04-05,2025-04,Chinese,1,0,20,10,8,1
2025-04-05,2025-04,Chinese,1,1,8,4,2,2
2025-04-04,2025-04,English,1,0,220,155,131,7
2025-04-04,2025-04,Chinese,0,0,205,134,105,39
2025-04-04,2025-04,English,0,0,151,60,54,15
2025-04-04,2025-04,Math,0,0,32,18,11,4
2025-04-04,2025-04,Chinese,1,0,19,10,8,0
2025-04-04,2025-04,Chinese,1,1,9,4,3,1
2025-04-03,2025-04,English,1,0,269,191,158,30
2025-04-03,2025-04,Chinese,0,0,230,148,85,22
2025-04-03,2025-04,English,0,0,415,132,108,67
2025-04-03,2025-04,Math,0,0,40,27,15,2
2025-04-03,2025-04,Chinese,1,0,22,15,9,2
2025-04-03,2025-04,Chinese,1,1,5,1,0,0
2025-04-03,2025-04,Music,0,0,0,0,0,0
2025-04-02,2025-04,English,1,0,294,194,168,18
2025-04-02,2025-04,Chinese,0,0,208,133,93,9
2025-04-02,2025-04,English,0,0,236,133,112,44
2025-04-02,2025-04,Math,0,0,34,19,11,1
2025-04-02,2025-04,Chinese,1,1,5,2,2,2
2025-04-02,2025-04,Chinese,1,0,7,2,0,1
2025-04-02,2025-04,Chinese,0,0,2,1,1,9
2025-04-02,2025-04,Music,1,0,0,0,0,1
2025-04-02,2025-04,Music,0,0,0,0,0,0
2025-04-01,2025-04,English,1,0,287,191,161,39
2025-04-01,2025-04,Chinese,0,0,267,168,127,34
2025-04-01,2025-04,English,0,0,263,150,128,106
2025-04-01,2025-04,Math,0,0,31,24,14,7
2025-04-01,2025-04,Chinese,1,1,13,9,7,0
2025-04-01,2025-04,Chinese,1,0,12,8,8,1
2025-04-01,2025-04,Music,1,0,0,0,0,1
2025-03-31,2025-03,English,0,0,257,143,125,25
2025-03-31,2025-03,Chinese,0,0,166,107,72,76
2025-03-31,2025-03,Math,0,0,25,12,6,12
2025-03-31,2025-03,Chinese,1,1,12,3,2,6
2025-03-31,2025-03,Chinese,1,0,10,2,2,4
2025-03-31,2025-03,Music,0,0,0,0,0,2
2025-03-31,2025-03,Music,1,0,2,0,0,1
2025-03-31,2025-03,Math,1,0,0,0,0,1
2025-03-30,2025-03,English,1,0,306,215,181,24
2025-03-30,2025-03,English,0,0,310,163,143,99
2025-03-30,2025-03,Chinese,0,0,227,155,95,68
2025-03-30,2025-03,Math,0,0,45,32,23,12
2025-03-30,2025-03,Chinese,1,0,15,9,7,3
2025-03-30,2025-03,Chinese,1,1,8,4,4,5
2025-03-30,2025-03,Math,1,0,2,2,2,0
2025-03-30,2025-03,Music,0,0,0,0,0,0
2025-03-30,2025-03,Music,1,0,5,0,0,1
2025-03-29,2025-03,English,1,0,370,239,211,26
2025-03-29,2025-03,English,0,0,279,170,154,59
2025-03-29,2025-03,Chinese,0,0,200,110,84,53
2025-03-29,2025-03,Math,0,0,37,17,12,4
2025-03-29,2025-03,Chinese,1,0,15,11,7,2
2025-03-29,2025-03,Chinese,1,1,10,6,5,0
2025-03-28,2025-03,English,1,0,302,209,179,20
2025-03-28,2025-03,English,0,0,337,186,158,50
2025-03-28,2025-03,Chinese,0,0,123,87,63,49
2025-03-28,2025-03,Math,0,0,32,20,6,8
2025-03-28,2025-03,Chinese,1,0,10,8,5,1
2025-03-28,2025-03,Chinese,1,1,3,1,1,0
2025-03-28,2025-03,Music,0,0,1,0,0,0
2025-03-28,2025-03,English,1,1,2,0,0,0
2025-03-27,2025-03,English,1,0,304,208,176,19
2025-03-27,2025-03,English,0,0,314,167,143,59
2025-03-27,2025-03,Chinese,0,0,206,125,90,42
2025-03-27,2025-03,Math,0,0,25,19,16,11
2025-03-27,2025-03,Chinese,1,0,11,7,4,1
2025-03-27,2025-03,Chinese,1,1,6,2,1,1
2025-03-27,2025-03,Music,0,0,1,0,0,1
2025-03-27,2025-03,Music,1,0,3,0,0,1
2025-03-27,2025-03,Math,0,0,1,0,0,11
2025-03-27,2025-03,Math,1,1,0,0,0,1
2025-03-26,2025-03,English,0,0,328,177,158,53
2025-03-26,2025-03,English,1,0,231,165,146,17
2025-03-26,2025-03,Chinese,0,0,155,99,67,26
2025-03-26,2025-03,Math,0,0,37,21,17,2
2025-03-26,2025-03,Chinese,1,0,17,8,7,1
2025-03-26,2025-03,Chinese,1,1,5,1,0,2
2025-03-26,2025-03,Music,0,0,3,0,0,2
2025-03-26,2025-03,Math,1,0,0,0,0,0
2025-03-26,2025-03,Music,1,0,0,0,0,0
2025-03-25,2025-03,English,0,0,418,210,181,44
2025-03-25,2025-03,English,1,0,300,209,186,12
2025-03-25,2025-03,Chinese,0,0,234,166,119,50
2025-03-25,2025-03,Math,0,0,23,14,9,6
2025-03-25,2025-03,Chinese,1,0,21,13,10,1
2025-03-25,2025-03,Chinese,1,1,13,6,4,2
2025-03-25,2025-03,Chinese,0,0,1,1,1,50
2025-03-25,2025-03,Music,0,0,1,0,0,1
2025-03-24,2025-03,English,1,0,274,196,172,13
2025-03-24,2025-03,English,0,0,335,179,157,40
2025-03-24,2025-03,Chinese,0,0,268,145,100,47
2025-03-24,2025-03,Math,0,0,61,20,13,8
2025-03-24,2025-03,Chinese,1,0,18,11,7,4
2025-03-24,2025-03,Chinese,1,1,4,3,3,2
2025-03-24,2025-03,Music,0,0,1,0,0,1
2025-03-23,2025-03,English,1,0,345,239,201,18
2025-03-23,2025-03,English,0,0,311,162,137,54
2025-03-23,2025-03,Chinese,0,0,232,158,108,49
2025-03-23,2025-03,Math,0,0,42,26,18,5
2025-03-23,2025-03,Chinese,1,0,14,8,7,0
2025-03-23,2025-03,Chinese,1,1,7,2,2,4
2025-03-23,2025-03,Music,0,0,1,0,0,0
2025-03-23,2025-03,Chinese,1,0,1,0,0,0
2025-03-22,2025-03,English,0,0,338,183,160,50
2025-03-22,2025-03,English,1,0,261,178,155,21
2025-03-22,2025-03,Chinese,0,0,195,113,85,39
2025-03-22,2025-03,Math,0,0,36,19,12,5
2025-03-22,2025-03,Chinese,1,1,14,4,4,0
2025-03-22,2025-03,Chinese,1,0,18,3,2,2
2025-03-21,2025-03,English,1,0,405,257,216,16
2025-03-21,2025-03,English,0,0,481,204,166,33
2025-03-21,2025-03,Chinese,0,0,191,114,80,34
2025-03-21,2025-03,Math,0,0,52,28,17,8
2025-03-21,2025-03,Chinese,1,0,19,11,5,4
2025-03-21,2025-03,Chinese,1,1,9,3,1,0
2025-03-21,2025-03,Chinese,0,0,1,0,0,34
2025-03-21,2025-03,Music,1,0,2,0,0,1
2025-03-21,2025-03,Music,0,0,1,0,0,1
2025-03-21,2025-03,Math,1,0,2,0,0,1
2025-03-20,2025-03,English,1,0,289,222,194,19
2025-03-20,2025-03,English,0,0,399,200,153,40
2025-03-20,2025-03,Chinese,0,0,212,150,108,43
2025-03-20,2025-03,Math,0,0,39,28,21,1
2025-03-20,2025-03,Chinese,1,0,14,5,3,1
2025-03-20,2025-03,Chinese,1,1,4,2,2,4
2025-03-20,2025-03,Chinese,0,0,1,1,1,43
2025-03-20,2025-03,Music,1,0,2,0,0,1
2025-03-20,2025-03,Music,0,0,0,0,0,0
2025-03-19,2025-03,English,0,0,638,275,215,41
2025-03-19,2025-03,English,1,0,349,252,207,17
2025-03-19,2025-03,Chinese,0,0,194,101,68,23
2025-03-19,2025-03,Math,0,0,35,23,13,3
2025-03-19,2025-03,Chinese,1,0,24,12,11,2
2025-03-19,2025-03,Chinese,1,1,8,2,2,1
2025-03-19,2025-03,Music,0,0,2,0,0,3
2025-03-18,2025-03,English,1,0,301,199,176,12
2025-03-18,2025-03,English,0,0,487,186,157,36
2025-03-18,2025-03,Chinese,0,0,180,116,81,46
2025-03-18,2025-03,Math,0,0,31,22,14,8
2025-03-18,2025-03,Chinese,1,0,22,14,7,2
2025-03-18,2025-03,Chinese,1,1,16,6,3,1
2025-03-18,2025-03,Chinese,0,0,1,1,1,46
2025-03-18,2025-03,Math,0,0,1,1,1,8
2025-03-18,2025-03,Music,0,0,0,0,0,2
2025-03-17,2025-03,English,1,0,397,282,244,16
2025-03-17,2025-03,English,0,0,400,233,200,80
2025-03-17,2025-03,Chinese,0,0,308,159,96,47
2025-03-17,2025-03,Math,0,0,28,23,14,6
2025-03-17,2025-03,Chinese,1,0,11,6,3,2
2025-03-17,2025-03,Chinese,1,1,11,4,2,3
2025-03-17,2025-03,Music,0,0,1,0,0,1
2025-03-17,2025-03,English,1,1,0,0,0,0
2025-03-16,2025-03,English,1,0,439,316,267,30
2025-03-16,2025-03,Chinese,0,0,385,217,132,51
2025-03-16,2025-03,English,0,0,459,176,150,58
2025-03-16,2025-03,Math,0,0,54,22,13,3
2025-03-16,2025-03,Chinese,1,0,19,9,6,3
2025-03-16,2025-03,Chinese,1,1,9,5,4,2
2025-03-16,2025-03,Math,1,0,4,1,0,1
2025-03-16,2025-03,Music,1,0,7,0,0,0
2025-03-15,2025-03,English,1,0,397,271,227,30
2025-03-15,2025-03,English,0,0,368,204,165,56
2025-03-15,2025-03,Chinese,0,0,163,101,72,56
2025-03-15,2025-03,Math,0,0,45,25,16,3
2025-03-15,2025-03,Chinese,1,0,13,6,6,4
2025-03-15,2025-03,Chinese,1,1,12,5,4,3
2025-03-15,2025-03,Music,0,0,2,0,0,0
2025-03-14,2025-03,English,1,0,338,237,210,17
2025-03-14,2025-03,English,0,0,390,226,179,26
2025-03-14,2025-03,Chinese,0,0,203,140,96,46
2025-03-14,2025-03,Math,0,0,30,18,12,6
2025-03-14,2025-03,Chinese,1,0,14,6,6,1
2025-03-14,2025-03,Chinese,0,0,1,1,1,46
2025-03-14,2025-03,Music,1,0,1,0,0,0
2025-03-14,2025-03,Music,0,0,4,0,0,0
2025-03-14,2025-03,Chinese,1,1,8,0,0,2
2025-03-14,2025-03,English,1,1,0,0,0,0
2025-03-13,2025-03,English,1,0,306,203,169,18
2025-03-13,2025-03,English,0,0,300,178,152,42
2025-03-13,2025-03,Chinese,0,0,254,166,117,32
2025-03-13,2025-03,Math,0,0,36,25,15,4
2025-03-13,2025-03,Chinese,1,0,21,12,11,0
2025-03-13,2025-03,Chinese,1,1,14,5,0,2
2025-03-13,2025-03,Math,1,0,6,1,1,2
2025-03-13,2025-03,Chinese,0,0,2,0,0,32
2025-03-13,2025-03,Math,1,1,0,0,0,0
2025-03-13,2025-03,Music,0,0,3,0,0,0
2025-03-12,2025-03,English,1,0,330,217,184,16
2025-03-12,2025-03,English,0,0,349,189,167,35
2025-03-12,2025-03,Chinese,0,0,199,117,82,29
2025-03-12,2025-03,Chinese,1,0,23,13,11,4
2025-03-12,2025-03,Math,0,0,23,12,8,2
